city,date,event,fightClass,fightRound,fighterOne,fighterOneResult,fighterOneUrl,fighterTwo,fighterTwoUrl,method,promotion,time,venue
"East Rutherford, New Jersey","June 29, 2001",UFC 32: Showdown in the Meadowlands,Light Heavyweight,1,Tito Ortiz,def.,/wiki/Tito_Ortiz,Elvis Sinosic,/wiki/Elvis_Sinosic,TKO (punches and elbows),Ultimate Fighting Championship,03:32,Continental Airlines Arena
"East Rutherford, New Jersey","June 29, 2001",UFC 32: Showdown in the Meadowlands,Lightweight,1,B.J. Penn,def.,/wiki/B.J._Penn,Din Thomas,/wiki/Din_Thomas,TKO (strikes),Ultimate Fighting Championship,02:42,Continental Airlines Arena
"East Rutherford, New Jersey","June 29, 2001",UFC 32: Showdown in the Meadowlands,Heavyweight,1,Josh Barnett,def.,/wiki/Josh_Barnett,Semmy Schilt,/wiki/Semmy_Schilt,Submission (armbar),Ultimate Fighting Championship,04:21,Continental Airlines Arena
"East Rutherford, New Jersey","June 29, 2001",UFC 32: Showdown in the Meadowlands,Welterweight,2,Pat Miletich,def.,/wiki/Pat_Miletich,Shonie Carter,/wiki/Shonie_Carter,KO (head kick),Ultimate Fighting Championship,02:42,Continental Airlines Arena
"East Rutherford, New Jersey","June 29, 2001",UFC 32: Showdown in the Meadowlands,Lightweight,1,Caol Uno,def.,/wiki/Caol_Uno,Fabiano Iha,/wiki/Fabiano_Iha,KO (punches),Ultimate Fighting Championship,01:48,Continental Airlines Arena
"East Rutherford, New Jersey","June 29, 2001",UFC 32: Showdown in the Meadowlands,Light Heavyweight,3,Vladimir Matyushenko,def.,/wiki/Vladimir_Matyushenko,Yuki Kondo,/wiki/Yuki_Kondo,Unanimous decision,Ultimate Fighting Championship,05:00,Continental Airlines Arena
"East Rutherford, New Jersey","June 29, 2001",UFC 32: Showdown in the Meadowlands,Heavyweight,3,Ricco Rodriguez,def.,/wiki/Ricco_Rodriguez,Andrei Arlovski,/wiki/Andrei_Arlovski,TKO (strikes),Ultimate Fighting Championship,01:23,Continental Airlines Arena
"East Rutherford, New Jersey","June 29, 2001",UFC 32: Showdown in the Meadowlands,Lightweight,1,Tony DeSouza,def.,/wiki/Tony_DeSouza,,,Submission (choke),Ultimate Fighting Championship,01:05,Continental Airlines Arena
"Las Vegas, Nevada","September 28, 2001",UFC 33: Victory in Vegas,Light Heavyweight,5,Tito Ortiz,def.,/wiki/Tito_Ortiz,Vladimir Matyushenko,/wiki/Vladimir_Matyushenko,"Decision (unanimous) (50_ã_43, 50_ã_44, 50_ã_44)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
"Las Vegas, Nevada","September 28, 2001",UFC 33: Victory in Vegas,Lightweight,5,Jens Pulver,def.,/wiki/Jens_Pulver,Dennis Hallman,/wiki/Dennis_Hallman,"Decision (unanimous) (49_ã_47, 48_ã_47, 48_ã_47)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
"Las Vegas, Nevada","September 28, 2001",UFC 33: Victory in Vegas,Middleweight,5,Dave Menne,def.,/wiki/Dave_Menne,Gil Castillo,/wiki/Gil_Castillo,"Decision (unanimous) (49_ã_43, 49_ã_44, 49_ã_45)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
"Las Vegas, Nevada","September 28, 2001",UFC 33: Victory in Vegas,Light Heavyweight,3,Chuck Liddell,def.,/wiki/Chuck_Liddell,Murilo Bustamante,/wiki/Murilo_Bustamante,"Decision (unanimous) (29_ã_28, 29_ã_27, 29_ã_27)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
"Las Vegas, Nevada","September 28, 2001",UFC 33: Victory in Vegas,Welterweight,3,Matt Serra,def.,/wiki/Matt_Serra,Yves Edwards,/wiki/Yves_Edwards,"Decision (majority) (30_ã_26, 30_ã_27, 29_ã_29)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
"Las Vegas, Nevada","September 28, 2001",UFC 33: Victory in Vegas,Welterweight,2,Jutaro Nakao,def.,/wiki/Jutaro_Nakao,Tony DeSouza,/wiki/Tony_DeSouza,KO (punch),Ultimate Fighting Championship,00:15,Mandalay Bay Events Center
"Las Vegas, Nevada","September 28, 2001",UFC 33: Victory in Vegas,Middleweight,1,Ricardo Almeida,def.,/wiki/Ricardo_Almeida,,,Submission (triangle choke),Ultimate Fighting Championship,04:06,Mandalay Bay Events Center
"Las Vegas, Nevada","September 28, 2001",UFC 33: Victory in Vegas,Lightweight,3,Din Thomas,def.,/wiki/Din_Thomas,Fabiano Iha,/wiki/Fabiano_Iha,"Decision (unanimous) (29_ã_28, 29_ã_27, 29_ã_28)",Ultimate Fighting Championship,05:00,Mandalay Bay Events Center
"Las Vegas, Nevada","November 2, 2001",UFC 34: High Voltage,Heavyweight,3,Randy Couture,def.,/wiki/Randy_Couture,Pedro Rizzo,/wiki/Pedro_Rizzo,TKO (punches),Ultimate Fighting Championship,03:22,MGM Grand Garden Arena
"Las Vegas, Nevada","November 2, 2001",UFC 34: High Voltage,Welterweight,2,Matt Hughes,def.,/wiki/Matt_Hughes_(fighter),Carlos Newton,/wiki/Carlos_Newton,KO (slam),Ultimate Fighting Championship,01:23,MGM Grand Garden Arena
"Las Vegas, Nevada","November 2, 2001",UFC 34: High Voltage,Heavyweight,2,Ricco Rodriguez,def.,/wiki/Ricco_Rodriguez,Pete Williams,/wiki/Pete_Williams_(mixed_martial_artist),TKO (punches),Ultimate Fighting Championship,04:02,MGM Grand Garden Arena
"Las Vegas, Nevada","November 2, 2001",UFC 34: High Voltage,Lightweight,1,B.J. Penn,def.,/wiki/B.J._Penn,Caol Uno,/wiki/Caol_Uno,KO (punches),Ultimate Fighting Championship,00:11,MGM Grand Garden Arena
"Las Vegas, Nevada","November 2, 2001",UFC 34: High Voltage,Heavyweight,2,Josh Barnett,def.,/wiki/Josh_Barnett,Bobby Hoffman,/wiki/Bobby_Hoffman,Submission (punches),Ultimate Fighting Championship,04:25,MGM Grand Garden Arena
"Las Vegas, Nevada","November 2, 2001",UFC 34: High Voltage,Middleweight,2,Evan Tanner,def.,/wiki/Evan_Tanner,Homer Moore,/wiki/Homer_Moore,Submission (armbar),Ultimate Fighting Championship,00:55,MGM Grand Garden Arena
"Las Vegas, Nevada","November 2, 2001",UFC 34: High Voltage,Middleweight,3,Matt Lindland,def.,/wiki/Matt_Lindland,Phil Baroni,/wiki/Phil_Baroni,"Decision (majority) (29_ã_28, 29_ã_27, 28_ã_28)",Ultimate Fighting Championship,05:00,MGM Grand Garden Arena
"Las Vegas, Nevada","November 2, 2001",UFC 34: High Voltage,Heavyweight,1,Frank Mir,def.,/wiki/Frank_Mir,Roberto Traven,/wiki/Roberto_Traven,Submission (armbar),Ultimate Fighting Championship,01:05,MGM Grand Garden Arena
Uncasville,"January 11, 2002",UFC 35: Throwdown,Lightweight,5,Jens Pulver,def.,/wiki/Jens_Pulver,B.J. Penn,/wiki/B.J._Penn,"Decision (majority) (48_ã_45, 47_ã_47, 48_ã_47)",Ultimate Fighting Championship,05:00,Mohegan Sun Arena
Uncasville,"January 11, 2002",UFC 35: Throwdown,Heavyweight,3,Ricco Rodriguez,def.,/wiki/Ricco_Rodriguez,Jeff Monson,/wiki/Jeff_Monson,TKO (punches),Ultimate Fighting Championship,03:00,Mohegan Sun Arena
Uncasville,"January 11, 2002",UFC 35: Throwdown,Middleweight,2,Murilo Bustamante,def.,/wiki/Murilo_Bustamante,Dave Menne,/wiki/Dave_Menne,TKO (punches),Ultimate Fighting Championship,00:44,Mohegan Sun Arena
Uncasville,"January 11, 2002",UFC 35: Throwdown,Light Heavyweight,3,Chuck Liddell,def.,/wiki/Chuck_Liddell,Amar Suloev,/wiki/Amar_Suloev,"Decision (unanimous) (30_ã_27, 30_ã_27, 30_ã_27)",Ultimate Fighting Championship,05:00,Mohegan Sun Arena
Uncasville,"January 11, 2002",UFC 35: Throwdown,Middleweight,2,Andrei Semenov,def.,/wiki/Andrei_Semenov_(fighter),Ricardo Almeida,/wiki/Ricardo_Almeida,TKO (punches),Ultimate Fighting Championship,02:01,Mohegan Sun Arena
Uncasville,"January 11, 2002",UFC 35: Throwdown,Light Heavyweight,3,Kevin Randleman,def.,/wiki/Kevin_Randleman,Renato Sobral,/wiki/Renato_Sobral,"Decision (unanimous) (30_ã_26, 30_ã_26, 30_ã_25)",Ultimate Fighting Championship,05:00,Mohegan Sun Arena
Uncasville,"January 11, 2002",UFC 35: Throwdown,Welterweight,3,Gil Castillo,def.,/wiki/Gil_Castillo,Chris Brennan,/wiki/Chris_Brennan,"Decision (unanimous) (30_ã_26, 30_ã_27, 30_ã_28)",Ultimate Fighting Championship,05:00,Mohegan Sun Arena
Uncasville,"January 11, 2002",UFC 35: Throwdown,Middleweight,2,Eugene Jackson,def.,,Keith Rockel,,Submission (guillotine choke),Ultimate Fighting Championship,03:46,Mohegan Sun Arena
"Las Vegas, Nevada","March 22, 2002",UFC 36: Worlds Collide,Heavyweight,2,Josh Barnett,def.,/wiki/Josh_Barnett,Randy Couture,/wiki/Randy_Couture,TKO (punches),Ultimate Fighting Championship,04:35,MGM Grand Arena
"Las Vegas, Nevada","March 22, 2002",UFC 36: Worlds Collide,Heavyweight,3,Pedro Rizzo,def.,/wiki/Pedro_Rizzo,Andrei Arlovski,/wiki/Andrei_Arlovski,KO (punches),Ultimate Fighting Championship,01:45,MGM Grand Arena
"Las Vegas, Nevada","March 22, 2002",UFC 36: Worlds Collide,Welterweight,4,Matt Hughes,def.,/wiki/Matt_Hughes_(fighter),Hayato Sakurai,/wiki/Hayato_Sakurai,TKO (punches),Ultimate Fighting Championship,03:01,MGM Grand Arena
"Las Vegas, Nevada","March 22, 2002",UFC 36: Worlds Collide,Middleweight,1,Matt Lindland,def.,/wiki/Matt_Lindland,Pat Miletich,/wiki/Pat_Miletich,TKO (punches),Ultimate Fighting Championship,03:09,MGM Grand Arena
"Las Vegas, Nevada","March 22, 2002",UFC 36: Worlds Collide,Light Heavyweight,1,Evan Tanner,def.,/wiki/Evan_Tanner,Elvis Sinosic,/wiki/Elvis_Sinosic,TKO (cut),Ultimate Fighting Championship,02:06,MGM Grand Arena
"Las Vegas, Nevada","March 22, 2002",UFC 36: Worlds Collide,Heavyweight,1,Frank Mir,def.,/wiki/Frank_Mir,Pete Williams,/wiki/Pete_Williams_(fighter),Submission (inside shoulder lock),Ultimate Fighting Championship,00:46,MGM Grand Arena
"Las Vegas, Nevada","March 22, 2002",UFC 36: Worlds Collide,Lightweight,1,Matt Serra,def.,/wiki/Matt_Serra,Kelly Dullanty,/wiki/Kelly_Dullanty,Submission (triangle choke),Ultimate Fighting Championship,02:58,MGM Grand Arena
"Las Vegas, Nevada","March 22, 2002",UFC 36: Worlds Collide,Welterweight,3,Sean Sherk,def.,/wiki/Sean_Sherk,Jutaro Nakao,/wiki/Jutaro_Nakao,Decision (unanimous),Ultimate Fighting Championship,05:00,MGM Grand Arena
Bossier City,"May 10, 2002",UFC 37: High Impact,Middleweight,3,Murilo Bustamante,def.,/wiki/Murilo_Bustamante,Matt Lindland,/wiki/Matt_Lindland,Submission (guillotine choke),Ultimate Fighting Championship,01:33,CenturyTel Center
Bossier City,"May 10, 2002",UFC 37: High Impact,Heavyweight,2,Ricco Rodriguez,def.,/wiki/Ricco_Rodriguez,Tsuyoshi Kosaka,/wiki/Tsuyoshi_Kosaka,TKO (punches),Ultimate Fighting Championship,03:25,CenturyTel Center
Bossier City,"May 10, 2002",UFC 37: High Impact,Lightweight,2,B.J. Penn,def.,/wiki/B.J._Penn,Paul Creighton,/wiki/Paul_Creighton,TKO (punches),Ultimate Fighting Championship,03:23,CenturyTel Center
Bossier City,"May 10, 2002",UFC 37: High Impact,Middleweight,1,Phil Baroni,def.,/wiki/Phil_Baroni,Amar Suloev,/wiki/Amar_Suloev,TKO (punches),Ultimate Fighting Championship,02:55,CenturyTel Center
Bossier City,"May 10, 2002",UFC 37: High Impact,Lightweight,3,Caol Uno,def.,/wiki/Caol_Uno,Yves Edwards,/wiki/Yves_Edwards,Decision (unanimous),Ultimate Fighting Championship,05:00,CenturyTel Center
Bossier City,"May 10, 2002",UFC 37: High Impact,Middleweight,3,Ivan Salaverry,def.,/wiki/Ivan_Salaverry,Andrei Semenov,/wiki/Andrei_Semenov_(fighter),TKO (punches),Ultimate Fighting Championship,02:27,CenturyTel Center
Bossier City,"May 10, 2002",UFC 37: High Impact,Welterweight,1,Benji Radach,vs.,/wiki/Benji_Radach,Steve Berger,/wiki/Steve_Berger,No Contest,Ultimate Fighting Championship,00:27,CenturyTel Center
Bossier City,"May 10, 2002",UFC 37: High Impact,Welterweight,3,Robbie Lawler,def.,/wiki/Robbie_Lawler,Aaron Riley,/wiki/Aaron_Riley,Decision (unanimous),Ultimate Fighting Championship,05:00,CenturyTel Center
"Las Vegas, Nevada","June 22, 2002",UFC 37.5: As Real As It Gets,Light Heavyweight,3,Chuck Liddell,def.,/wiki/Chuck_Liddell,Vitor Belfort,/wiki/Vitor_Belfort,"Decision (unanimous) (30_ã_27, 30_ã_27, 29_ã_28)",Ultimate Fighting Championship,05:00,Bellagio Hotel and Casino
"Las Vegas, Nevada","June 22, 2002",UFC 37.5: As Real As It Gets,Welterweight,3,Benji Radach,def.,/wiki/Benji_Radach,,,"Decision (unanimous) (29_ã_28, 30_ã_27, 30_ã_27)",Ultimate Fighting Championship,05:00,Bellagio Hotel and Casino
"Las Vegas, Nevada","June 22, 2002",UFC 37.5: As Real As It Gets,Welterweight,1,Pete Spratt,def.,/wiki/Pete_Spratt,Zach Light,/wiki/Zach_Light,Submission (armbar),Ultimate Fighting Championship,02:25,Bellagio Hotel and Casino
"Las Vegas, Nevada","June 22, 2002",UFC 37.5: As Real As It Gets,Welterweight,2,Robbie Lawler,def.,/wiki/Robbie_Lawler,Steve Berger,/wiki/Steve_Berger,TKO (punches),Ultimate Fighting Championship,00:27,Bellagio Hotel and Casino
"Las Vegas, Nevada","June 22, 2002",UFC 37.5: As Real As It Gets,Middleweight,2,Tony Fryklund,def.,/wiki/Tony_Fryklund,,,TKO (punches),Ultimate Fighting Championship,03:34,Bellagio Hotel and Casino
"Las Vegas, Nevada","June 22, 2002",UFC 37.5: As Real As It Gets,Lightweight,1,Yves Edwards,def.,/wiki/Yves_Edwards,,,TKO (injury),Ultimate Fighting Championship,01:19,Bellagio Hotel and Casino
London,"July 13, 2002",UFC 38: Brawl at the Hall,Welterweight,4,Matt Hughes,def.,/wiki/Matt_Hughes_(fighter),Carlos Newton,/wiki/Carlos_Newton,TKO (punches),Ultimate Fighting Championship,03:27,Royal Albert Hall
London,"July 13, 2002",UFC 38: Brawl at the Hall,Heavyweight,1,Ian Freeman,def.,/wiki/Ian_Freeman,Frank Mir,/wiki/Frank_Mir,TKO (referee stoppage),Ultimate Fighting Championship,04:35,Royal Albert Hall
London,"July 13, 2002",UFC 38: Brawl at the Hall,Middleweight,1,Mark Weir,def.,/wiki/Mark_Weir,,,KO (punch),Ultimate Fighting Championship,00:10,Royal Albert Hall
London,"July 13, 2002",UFC 38: Brawl at the Hall,Lightweight,2,Genki Sudo,def.,/wiki/Genki_Sudo,,,Submission (rear-naked choke),Ultimate Fighting Championship,01:38,Royal Albert Hall
London,"July 13, 2002",UFC 38: Brawl at the Hall,Light Heavyweight,3,Phillip Miller,def.,/wiki/Phillip_Miller,,,"Decision (unanimous) (29_ã_28, 29_ã_28, 29_ã_28)",Ultimate Fighting Championship,05:00,Royal Albert Hall
London,"July 13, 2002",UFC 38: Brawl at the Hall,Light Heavyweight,3,Renato Sobral,def.,/wiki/Renato_Sobral,Elvis Sinosic,/wiki/Elvis_Sinosic,"Decision (unanimous) (30_ã_27, 30_ã_27, 30_ã_26)",Ultimate Fighting Championship,05:00,Royal Albert Hall
London,"July 13, 2002",UFC 38: Brawl at the Hall,Light Heavyweight,3,Evan Tanner,def.,/wiki/Evan_Tanner,Chris Haseman,/wiki/Chris_Haseman,"Decision (unanimous) (30_ã_26, 30_ã_26, 30_ã_27)",Ultimate Fighting Championship,05:00,Royal Albert Hall
Uncasville,"September 27, 2002",UFC 39: The Warriors Return,Heavyweight,5,Ricco Rodriguez,def.,/wiki/Ricco_Rodriguez,Randy Couture,/wiki/Randy_Couture,Submission (elbow),Ultimate Fighting Championship,03:04,Mohegan Sun Arena
Uncasville,"September 27, 2002",UFC 39: The Warriors Return,Heavyweight,2,Tim Sylvia,def.,/wiki/Tim_Sylvia,Wesley Correira,/wiki/Wesley_Correira,TKO (corner stoppage),Ultimate Fighting Championship,01:43,Mohegan Sun Arena
Uncasville,"September 27, 2002",UFC 39: The Warriors Return,Lightweight,3,B.J. Penn,def.,/wiki/B.J._Penn,Matt Serra,/wiki/Matt_Serra,Decision (unanimous),Ultimate Fighting Championship,05:00,Mohegan Sun Arena
Uncasville,"September 27, 2002",UFC 39: The Warriors Return,Lightweight,3,Caol Uno,def.,/wiki/Caol_Uno,Din Thomas,/wiki/Din_Thomas,Decision (unanimous),Ultimate Fighting Championship,05:00,Mohegan Sun Arena
Uncasville,"September 27, 2002",UFC 39: The Warriors Return,Heavyweight,1,Gan McGee,def.,/wiki/Gan_McGee,Pedro Rizzo,/wiki/Pedro_Rizzo,TKO (corner stoppage),Ultimate Fighting Championship,05:00,Mohegan Sun Arena
Uncasville,"September 27, 2002",UFC 39: The Warriors Return,Middleweight,1,Phil Baroni,def.,/wiki/Phil_Baroni,Dave Menne,/wiki/Dave_Menne,KO (punches),Ultimate Fighting Championship,00:18,Mohegan Sun Arena
Uncasville,"September 27, 2002",UFC 39: The Warriors Return,Middleweight,3,Matt Lindland,def.,/wiki/Matt_Lindland,Ivan Salaverry,/wiki/Ivan_Salaverry,Decision (unanimous),Ultimate Fighting Championship,05:00,Mohegan Sun Arena
Uncasville,"September 27, 2002",UFC 39: The Warriors Return,Welterweight,1,Sean Sherk,def.,/wiki/Sean_Sherk,Benji Radach,/wiki/Benji_Radach,TKO (doctor stoppage),Ultimate Fighting Championship,04:16,Mohegan Sun Arena
"Las Vegas, Nevada","November 22, 2002",UFC 40: Vendetta,Light Heavyweight,3,Tito Ortiz,def,/wiki/Tito_Ortiz,Ken Shamrock,/wiki/Ken_Shamrock,TKO (corner stoppage),Ultimate Fighting Championship,05:00,MGM Grand Arena
"Las Vegas, Nevada","November 22, 2002",UFC 40: Vendetta,Light Heavyweight,1,Chuck Liddell,def.,/wiki/Chuck_Liddell,Renato Sobral,/wiki/Renato_Sobral,TKO (head kick and punches),Ultimate Fighting Championship,02:55,MGM Grand Arena
"Las Vegas, Nevada","November 22, 2002",UFC 40: Vendetta,Welterweight,1,Matt Hughes,def.,/wiki/Matt_Hughes_(fighter),Gil Castillo,/wiki/Gil_Castillo,TKO (doctor stoppage),Ultimate Fighting Championship,05:00,MGM Grand Arena
"Las Vegas, Nevada","November 22, 2002",UFC 40: Vendetta,Welterweight,1,Carlos Newton,def.,/wiki/Carlos_Newton,Pete Spratt,/wiki/Pete_Spratt,Submission (kimura),Ultimate Fighting Championship,01:45,MGM Grand Arena
"Las Vegas, Nevada","November 22, 2002",UFC 40: Vendetta,Welterweight,1,Robbie Lawler,def.,/wiki/Robbie_Lawler,Tiki Ghosn,/wiki/Tiki_Ghosn,TKO (punches),Ultimate Fighting Championship,01:29,MGM Grand Arena
"Las Vegas, Nevada","November 22, 2002",UFC 40: Vendetta,Heavyweight,1,Andrei Arlovski,def.,/wiki/Andrei_Arlovski,Ian Freeman,/wiki/Ian_Freeman,TKO (punches),Ultimate Fighting Championship,01:25,MGM Grand Arena
"Las Vegas, Nevada","November 22, 2002",UFC 40: Vendetta,Heavyweight,1,Vladimir Matyushenko,def.,/wiki/Vladimir_Matyushenko,Travis Wiuff,/wiki/Travis_Wiuff,Submission (punches),Ultimate Fighting Championship,04:10,MGM Grand Arena
"Las Vegas, Nevada","November 22, 2002",UFC 40: Vendetta,Middleweight,2,Phillip Miller,def.,/wiki/Phillip_Miller,Mark Weir,/wiki/Mark_Weir,Submission (rear-naked choke),Ultimate Fighting Championship,04:50,MGM Grand Arena
Atlantic City,"February 28, 2003",UFC 41: Onslaught,Heavyweight,1,Tim Sylvia,def.,/wiki/Tim_Sylvia,Ricco Rodriguez,/wiki/Ricco_Rodriguez,TKO (punches),Ultimate Fighting Championship,03:09,Boardwalk Hall
Atlantic City,"February 28, 2003",UFC 41: Onslaught,Heavyweight,1,Frank Mir,def.,/wiki/Frank_Mir,David Abbott,/wiki/Tank_Abbott,Submission (toe hold),Ultimate Fighting Championship,00:46,Boardwalk Hall
Atlantic City,"February 28, 2003",UFC 41: Onslaught,Lightweight,5,B.J. Penn,vs.,/wiki/B.J._Penn,Caol Uno,/wiki/Caol_Uno,"Draw (split) (48_ã_46, 47_ã_48, 48_ã_48)",Ultimate Fighting Championship,05:00,Boardwalk Hall
Atlantic City,"February 28, 2003",UFC 41: Onslaught,Middleweight,3,Matt Lindland,def.,/wiki/Matt_Lindland,Phil Baroni,/wiki/Phil_Baroni,"Decision (unanimous) (29_ã_28, 29_ã_28, 29_ã_28)",Ultimate Fighting Championship,05:00,Boardwalk Hall
Atlantic City,"February 28, 2003",UFC 41: Onslaught,Heavyweight,3,Vladimir Matyushenko,def.,/wiki/Vladimir_Matyushenko,Pedro Rizzo,/wiki/Pedro_Rizzo,"Decision (unanimous) (29_ã_28, 30_ã_27, 29_ã_28)",Ultimate Fighting Championship,05:00,Boardwalk Hall
Atlantic City,"February 28, 2003",UFC 41: Onslaught,Lightweight,3,Din Thomas,def.,/wiki/Din_Thomas,Matt Serra,/wiki/Matt_Serra,Decision (split),Ultimate Fighting Championship,05:00,Boardwalk Hall
Atlantic City,"February 28, 2003",UFC 41: Onslaught,Heavyweight,1,Gan McGee,def.,/wiki/Gan_McGee,Alexandre Dantas,/wiki/Alexandre_Dantas,TKO (punches),Ultimate Fighting Championship,04:49,Boardwalk Hall
Atlantic City,"February 28, 2003",UFC 41: Onslaught,Lightweight,3,Yves Edwards,def.,/wiki/Yves_Edwards,Rich Clementi,/wiki/Rich_Clementi,Submission (rear-naked choke),Ultimate Fighting Championship,04:07,Boardwalk Hall
Miami,"April 25, 2003",UFC 42: Sudden Impact,Welterweight,5,Matt Hughes,def.,/wiki/Matt_Hughes_(fighter),Sean Sherk,/wiki/Sean_Sherk,"Decision (unanimous) (49_ã_46, 48_ã_47, 48_ã_45)",Ultimate Fighting Championship,05:00,American Airlines Arena
Miami,"April 25, 2003",UFC 42: Sudden Impact,Welterweight,2,Pete Spratt,def.,/wiki/Pete_Spratt,Robbie Lawler,/wiki/Robbie_Lawler,Submission (injury),Ultimate Fighting Championship,02:28,American Airlines Arena
Miami,"April 25, 2003",UFC 42: Sudden Impact,Welterweight,3,Dave Strasser,def.,/wiki/Dave_Strasser,,,"Decision (unanimous) (30_ã_27, 30_ã_27, 30_ã_27)",Ultimate Fighting Championship,05:00,American Airlines Arena
Miami,"April 25, 2003",UFC 42: Sudden Impact,Heavyweight,2,Wesley Correira,def.,/wiki/Wesley_Correira,Sean Alvarez,/wiki/Sean_Alvarez,TKO (knees and punches),Ultimate Fighting Championship,01:46,American Airlines Arena
Miami,"April 25, 2003",UFC 42: Sudden Impact,Light Heavyweight,1,Rich Franklin,def.,/wiki/Rich_Franklin,Evan Tanner,/wiki/Evan_Tanner,TKO (punches),Ultimate Fighting Championship,02:40,American Airlines Arena
Miami,"April 25, 2003",UFC 42: Sudden Impact,Lightweight,3,Duane Ludwig,def.,/wiki/Duane_Ludwig,Genki Sudo,/wiki/Genki_Sudo,"Decision (unanimous) (29_ã_28, 29_ã_28, 29_ã_28)",Ultimate Fighting Championship,05:00,American Airlines Arena
Miami,"April 25, 2003",UFC 42: Sudden Impact,Lightweight,3,Hermes Franca,def.,/wiki/Hermes_Franca,Rich Crunkilton,/wiki/Rich_Crunkilton,"Decision (unanimous) (29_ã_28, 29_ã_28, 29_ã_28)",Ultimate Fighting Championship,05:00,American Airlines Arena
Miami,"April 25, 2003",UFC 42: Sudden Impact,Middleweight,1,David Loiseau,def.,/wiki/David_Loiseau,Mark Weir,/wiki/Mark_Weir,KO (punches),Ultimate Fighting Championship,03:55,American Airlines Arena
